GENE,CHR,START,STOP,STRAND,SIZE
AC009120.4,16,72645551,72888161,-,242611
AC009120.8,16,72812329,72812827,+,499
AC009120.10,16,72873814,72878918,+,5105
PSMD7,16,72888174,72897687,+,9514
AC009120.6,16,72896601,72926745,-,30145
AC009120.3,16,72904008,72904789,-,782
AC009120.5,16,72904736,72907033,+,2298
RP11-252A24.2,16,72923801,72959639,-,35839
RP11-252A24.3,16,72958861,72961225,+,2365
NPIPL2,16,72969277,72983479,+,14203
CLEC18B,16,73000030,73012869,-,12840
RP11-252A24.5,16,73013519,73026653,+,13135
RP11-252A24.7,16,73038826,73041291,-,2466
GLG1,16,73043357,73198513,-,155157
U6,16,73047940,73048010,+,71
Y_RNA,16,73055287,73055387,-,101
RP11-572F4.1,16,73143650,73144145,+,496
RFWD3,16,73212793,73258280,-,45488
RP11-144N1.1,16,73258905,73260105,+,1201
MLKL,16,73263254,73292359,-,29106
FA2H,16,73304354,73366230,-,61877
AC009132.1,16,73338610,73338710,+,101
RP11-787D11.1,16,73433986,73435282,+,1297
WDR59,16,73464969,73591572,-,126604
ZNRF1,16,73590429,73702393,+,111965
RP11-252E2.1,16,73700000,73702111,-,2112
LDHD,16,73703259,73708170,-,4912
RP11-252E2.2,16,73710957,73735599,+,24643
ZFP1,16,73739891,73763635,+,23745
RP11-331F4.1,16,73783864,73784646,-,783
CTRB2,16,73795495,73798584,-,3090
CTRB1,16,73810399,73816323,+,5925
RP11-331F4.4,16,73817473,73819594,+,2122
BCAR1,16,73820429,73859452,-,39024
U6,16,73878111,73878197,-,87
CFDP1,16,73885097,74024884,-,139788
RP11-252K23.1,16,73913289,73916447,-,3159
RP11-252K23.2,16,73971217,73972659,-,1443
SNORA76,16,74000731,74000865,-,135
RP11-77K12.1,16,74004083,74056105,-,52023
TMEM170A,16,74034453,74056896,-,22444
RP11-77K12.3,16,74049651,74051416,-,1766
RP11-77K12.4,16,74067295,74086806,+,19512
CHST6,16,74068450,74086783,-,18334
RP11-77K12.5,16,74091187,74107679,-,16493
RP11-77K12.7,16,74119931,74136827,-,16897
CHST5,16,74119934,74126646,-,6713
TMEM231,16,74129516,74147677,-,18162
RP11-77K12.8,16,74132798,74199844,-,67047
GABARAPL2,16,74157750,74169280,+,11531
ADAT1,16,74188380,74214699,-,26320
KARS,16,74219123,74240042,-,20920
TERF2IP,16,74239185,74352552,+,113368
AC025287.1,16,74285868,74291590,-,5723
Metazoa_SRP,16,74289932,74290229,-,298
ATP5F1P7,16,74300455,74301214,-,760
RP11-2C15.1,16,74430029,74452266,-,22238
RNA5SP430,16,74452447,74452556,-,110
RP11-293N14.1,16,74698682,74739205,-,40524
RP11-150D5.2,16,74819784,74853764,-,33981
RPL18P13,16,74826454,74827022,-,569
CNTNAP4,16,74868677,75150636,+,281960
7SK,16,74879028,74879137,+,110
AC010528.1,16,74971424,74971557,+,134
SNORD33,16,75060906,75060993,-,88
RP11-58C22.1,16,75144815,75227021,+,82207
RP11-96P7.1,16,75226396,75249876,+,23481
CTD-2336H13.2,16,75327740,75519567,+,191828
MIR4719,16,75460334,75460417,+,84
CTD-2336H13.1,16,75469672,75470334,-,663
MON1B,16,75782233,75793803,+,11571
SYCE1L,16,75790795,75804613,+,13819
RP11-538I12.2,16,75792872,75841355,-,48484
VN2R10P,16,75811804,75812656,+,853
RP11-538I12.3,16,75826275,75882332,+,56058
ADAMTS18,16,75839211,76026512,-,187302
RP11-449J10.1,16,76024780,76035734,+,10955
AC025284.1,16,76027408,76027500,-,93
RP11-571O6.1,16,76182204,76202079,+,19876
AC092724.1,16,76301699,76301782,+,84
NUDT7,16,76313912,76333658,+,19747
RP11-264M12.2,16,76332866,76334398,-,1533
VAT1L,16,76379928,76571505,+,191578
RP11-281J9.1,16,76483820,76484313,+,494
RP11-281J9.2,16,76606081,76650852,-,44772
CLEC3A,16,76613913,76658159,+,44247
KRT8P22,16,76639881,76641295,-,1415
RP11-358L22.2,16,76647222,76648325,-,1104
WWOX,16,76690811,77804065,+,1113255
RP11-190D6.2,16,76828760,76832616,-,3857
LSM3P5,16,76946927,76947232,+,306
RP11-264L1.4,16,77087324,77097966,-,10643
RP11-264L1.3,16,77125772,77127046,+,1275
RPS3P7,16,77416679,77417404,+,726
RP11-319G9.3,16,77488563,77491042,+,2480
PIH1,16,77573148,77573240,-,93
RP11-319G9.5,16,77585743,77596128,+,10386
RP11-556H2.4,16,77668774,77669632,-,859
RP11-556H2.3,16,77681448,77693152,+,11705
RP11-556H2.2,16,77697355,77702280,+,4926
RP11-679B19.2,16,77804109,77820851,-,16743
RNA5SP431,16,77855852,77855971,+,120
RP11-467I17.1,16,78097001,78107691,+,10691
MAF,16,78177241,78192112,-,14872
AC009159.1,16,78261053,78261135,-,83
RP11-345M22.1,16,78267506,78399320,+,131815
RP11-345M22.2,16,78308123,78361961,-,53839
RP11-345M22.3,16,78389448,78418548,-,29101
RP11-148M9.1,16,78632060,78637143,+,5084
RP11-525K10.1,16,78657234,78758975,+,101742
RP11-525K10.3,16,78746451,79154533,-,408083
RP11-525K10.2,16,78770527,78772080,+,1554
DYNLRB2,16,79132132,79142158,+,10027
RP11-109P11.1,16,79139240,79143912,-,4673
RP11-18F14.1,16,79158192,79164206,-,6015
RP11-18F14.2,16,79189304,79193917,-,4614
CDYL2,16,79195110,79395727,-,200618
RP11-18F14.4,16,79218949,79219777,-,829
AC092332.1,16,79256859,79256961,-,103
CTD-2055G21.1,16,79327758,79333703,+,5946
RP11-314O13.1,16,79420133,79483993,-,63861
CMC2,16,79567199,79611376,-,44178
CENPN,16,79597604,79624220,+,26617
RP11-303E16.3,16,79607898,79626865,-,18968
RP11-303E16.2,16,79621876,79622591,+,716
ATMIN,16,79626953,79638464,+,11512
C16orf46,16,79644603,79668373,-,23771
RP11-303E16.8,16,79644771,79678757,-,33987
RP11-303E16.5,16,79646407,79647532,+,1126
RP11-303E16.6,16,79660960,79667704,+,6745
RP11-303E16.7,16,79668425,79669967,+,1543
GCSH,16,79673067,79687509,-,14443
DKFZP686J19100,16,79691981,79811476,-,119496
U6,16,79697639,79697745,-,107
PKD1L2,16,79761846,79811476,-,49631
BCMO1,16,79829554,79882248,+,52695
RP11-55K13.1,16,79901837,79904529,-,2693
GAN,16,79906058,79971441,+,65384
MIR4720,16,79974375,79981990,+,7616
MIR4720,16,79976124,79976199,+,76
CMIP,16,80036276,80302868,+,266593
RP11-391L3.5,16,80067129,80067625,-,497
RP11-960L18.1,16,80329354,80358812,+,29459
PLCG2,16,80330203,80549400,+,219198
RP11-510J16.3,16,80551025,80553799,+,2775
7SK,16,80553032,80553349,+,318
SDR42E1,16,80588722,80602594,-,13873
HSD17B2,16,80626110,80689640,+,63531
RP11-510J16.5,16,80635442,80730737,-,95296
AC138304.1,16,80702159,80702259,+,101
CTD-2588J6.1,16,80711744,80712875,-,1132
MPHOSPH6,16,80738904,80761332,-,22429
CTD-2588J6.2,16,80761402,80766909,+,5508
7SK,16,80783611,80783896,-,286
AC024590.1,16,80938613,80938685,-,73
RP11-481E4.1,16,81025934,81026487,+,554
snoU13,16,81045426,81045524,+,99
RP11-481E4.2,16,81087099,81102025,-,14927
RP11-2L4.1,16,81145155,81166316,-,21162
CDH13,16,81217909,82387705,+,1169797
RP11-22H5.2,16,81364425,81420744,+,56320
AC099506.1,16,81433192,81433306,+,115
Metazoa_SRP,16,81435561,81435859,+,299
CTD-3253I12.1,16,81544336,81581404,-,37069
RP11-543N12.1,16,81974113,81989276,-,15164
AC009142.1,16,81991649,81991721,-,73
MIR3182,16,82099452,82099514,+,63
RP11-298D21.3,16,82301285,82309004,-,7720
RP11-298D21.1,16,82312225,82364042,-,51818
RP11-298D21.2,16,82316782,82317483,-,702
RP11-483P21.2,16,82381073,82398940,-,17868
RP11-483P21.3,16,82388767,82391746,+,2980
HSBP1,16,82398949,82410843,+,11895
MLYCD,16,82490232,82507288,+,17057
RP11-505K9.4,16,82499239,82542559,+,43321
RP11-483P21.6,16,82520902,82522329,-,1428
OSGIN1,16,82539388,82557438,+,18051
NECAB2,16,82559738,82593882,+,34145
SLC38A8,16,82600773,82633742,-,32970
RNA5SP432,16,82631024,82631139,-,116
MBTPS1,16,82644869,82708012,-,63144
RP11-505K9.1,16,82708157,82708677,+,521
RP11-505K9.3,16,82710399,82712259,+,1861
HSDL1,16,82713387,82736298,-,22912
DNAAF1,16,82736366,82769874,+,33509
TAF1C,16,82768959,82778170,-,9212
ADAD2,16,82782245,82788275,+,6031
RP11-486L19.2,16,82783665,82788160,-,4496
KCNG4,16,82813324,82830857,-,17534
RP11-558A11.1,16,82846377,82852156,-,5780
RNA5SP433,16,82853922,82854035,-,114
WFDC1,16,82885753,82920951,+,35199
RP11-558A11.2,16,82886605,82888092,-,1488
RP11-558A11.3,16,82933571,82934514,-,944
ATP2C2,16,82959634,83055294,+,95661
RP11-517C16.2,16,83050366,83058468,-,8103
KIAA1609,16,83069182,83145140,-,75959
RP11-517C16.4,16,83086706,83088602,+,1897
COTL1,16,83156701,83209184,-,52484
RP11-61F12.1,16,83185500,83187933,+,2434
KLHL36,16,83239632,83258793,+,19162
USP10,16,83291085,83371029,+,79945
CRISPLD2,16,83411091,83511875,+,100785
RP11-254F19.2,16,83419370,83420349,+,980
AC025280.1,16,83444075,83444174,+,100
RP11-254F19.3,16,83519460,83530710,+,11251
ZDHHC7,16,83565288,83602642,-,37355
KIAA0513,16,83618876,83685337,+,66462
FAM92B,16,83689466,83703615,-,14150
CTC-786C10.1,16,83762383,83776470,+,14088
LINC00311,16,83874065,83877070,+,3006
MIR5093,16,83897333,83897432,-,100
RP11-680G10.1,16,83948570,83950556,+,1987
AC092377.1,16,84032530,84032599,-,70
RP11-118F19.1,16,84171116,84174678,-,3563
CTD-2542L18.1,16,84183373,84186827,+,3455
GSE1,16,84202516,84267311,+,64796
Metazoa_SRP,16,84250485,84250780,+,296
GINS2,16,84267305,84281180,-,13876
C16orf74,16,84281191,84342236,-,61046
MIR1910,16,84332728,84332807,-,80
RP11-568J23.4,16,84334394,84335332,+,939
EMC8,16,84362865,84390715,-,27851
U1,16,84372882,84373006,-,125
RP11-568J23.5,16,84375489,84378724,+,3236
RP11-568J23.6,16,84383522,84384040,+,519
COX4I1,16,84389740,84398151,+,8412
RP11-568J23.1,16,84406980,84407643,-,664
IRF8,16,84489910,84513716,+,23807
RP11-542M13.3,16,84526388,84527330,-,943
RP11-542M13.2,16,84572857,84575830,+,2974
RP11-805I24.1,16,84672516,84680633,-,8118
RP11-805I24.4,16,84749313,84749905,-,593
RP11-805I24.3,16,84783900,84790020,-,6121
RP11-805I24.2,16,84787288,84790827,+,3540
RP11-514D23.3,16,84812530,84813836,-,1307
RP11-514D23.2,16,84816687,84866852,-,50166
Y_RNA,16,84866537,84866630,-,94
RP11-514D23.1,16,84877534,84884496,+,6963
RP11-158I3.2,16,84922951,84940790,-,17840
RP11-158I3.3,16,84938494,84940718,+,2225
RP11-158I3.1,16,85025937,85026991,-,1055
FENDRR,16,85065636,85100206,-,34571
FOXF1,16,85101634,85105577,+,3944
RP11-463O9.9,16,85111490,85115004,-,3515
RP11-463O9.1,16,85116564,85117359,+,796
MTHFSD,16,85121283,85146342,-,25060
RP11-463O9.5,16,85156252,85158868,-,2617
FOXC2,16,85158358,85160040,+,1683
FOXL1,16,85167475,85172804,+,5330
RP11-463O9.6,16,85227435,85228252,-,818
RP11-58A18.1,16,85237408,85260030,+,22623
CTD-2015G9.1,16,85311795,85313061,-,1267
CTD-2015G9.2,16,85313198,85328933,+,15736
RP11-107C10.1,16,85497282,85497579,-,298
RP11-134D3.1,16,85648891,85655098,+,6208
RP11-134D3.2,16,85657812,85660855,+,3044
C16orf95,16,85674669,85908523,-,233855
RP11-899L11.1,16,85803229,85817537,+,14309
RP11-899L11.3,16,85807022,85807559,+,538
RP11-178L8.5,16,85853866,85883545,-,29680
RP11-178L8.1,16,85859292,85859444,+,153
RP11-178L8.4,16,85893983,85925380,-,31398
snoU13,16,85905827,85905930,+,104
RP11-178L8.7,16,85908616,85909144,+,529
RP11-178L8.8,16,85918094,85918691,+,598
FBXO31,16,85918094,85983249,-,65156
RP11-178L8.9,16,85953643,85958583,+,4941
MAP1LC3B,16,85975102,85995886,+,20785
RP11-178L8.3,16,85987811,85991402,-,3592
ZCCHC14,16,85997353,86083152,-,85800
RP11-482M8.1,16,86083662,86106742,+,23081
RP11-482M8.3,16,86191633,86193297,-,1665
JPH3,16,86192942,86289263,+,96322
AC010536.1,16,86284645,86287254,-,2610
KLHDC4,16,86287592,86357099,-,69508
FLJ00104,16,86289250,86296791,-,7542
RP11-278A23.2,16,86330870,86338813,-,7944
RP4-536B24.4,16,86364595,86370481,-,5887
RP4-536B24.3,16,86371241,86397583,-,26343
SLC7A5,16,86421130,86460595,-,39466
RP4-536B24.2,16,86427639,86428770,+,1132
CA5A,16,86479126,86527636,-,48511
GS1-21A4.1,16,86484045,86484792,-,748
CTD-3057O21.1,16,86536165,86536309,-,145
BANP,16,86540351,86668425,+,128075
RP11-863P13.5,16,86670268,86678490,-,8223
RP11-863P13.6,16,86678494,86679039,+,546
RP11-863P13.4,16,86679148,86692092,-,12945
RP11-863P13.1,16,86768396,86769554,+,1159
RP11-863P13.7,16,86768405,86777197,-,8793
RP11-863P13.3,16,86769156,86770048,-,893
RP11-863P13.2,16,86782593,86784774,-,2182
LA16c-444G7.2,16,86785421,86786324,+,904
LA16c-444G7.1,16,86825892,86893618,+,67727
ZNF469,16,87021380,87034666,+,13287
ZFPM1,16,87047226,87129073,+,81848
MIR5189,16,87062827,87062940,+,114
RP11-21B21.4,16,87106869,87124962,-,18094
ZC3H18,16,87164290,87225875,+,61586
IL17C,16,87232500,87234382,+,1883
CYBA,16,87237192,87245061,-,7870
MVD,16,87245844,87257070,-,11227
SNAI3-AS1,16,87257207,87281095,+,23889
SNAI3,16,87271591,87280402,-,8812
RNF166,16,87290404,87300330,-,9927
RP5-1142A6.5,16,87290410,87292519,+,2110
CTU2,16,87300372,87309295,+,8924
PIEZO1,16,87309252,87379120,-,69869
MIR4722,16,87310187,87310246,-,60
RP5-1142A6.9,16,87312524,87314368,+,1845
RP5-1142A6.2,16,87325089,87335327,+,10239
RP5-1142A6.7,16,87335540,87336276,+,737
RP5-1142A6.8,16,87336676,87339657,+,2982
CDT1,16,87397122,87403167,+,6046
APRT,16,87403248,87405853,-,2606
GALNS,16,87407643,87450879,-,43237
AC092384.1,16,87421867,87422046,+,180
TRAPPC2L,16,87450129,87456595,+,6467
PABPN1L,16,87455535,87460569,-,5035
CBFA2T3,16,87468767,87571113,-,102347
RP11-830F9.5,16,87474947,87481045,+,6099
RP11-830F9.7,16,87530688,87533560,-,2873
RP11-830F9.6,16,87533698,87545433,+,11736
CTD-2555A7.1,16,87577941,87589278,+,11338
CTD-2555A7.2,16,87640081,87646874,-,6794
ACSF3,16,87682284,87749755,+,67472
CTD-2555A7.3,16,87707084,87709188,-,2105
LINC00304,16,87753055,87758154,+,5100
RP11-46C24.3,16,87760292,87763056,+,2765
CDH15,16,87765676,87789401,+,23726
SLC22A31,16,87790060,87794227,-,4168
RP11-46C24.7,16,87809139,87811562,-,2424
ZNF778,16,87811619,87822864,+,11246
RP11-46C24.6,16,87820716,87822601,-,1886
RP11-46C24.5,16,87851088,87861439,-,10352
ANKRD11,16,87861539,88084470,-,222932
AC137932.1,16,87862013,87866953,+,4941
AC137932.5,16,87891417,87892225,+,809
AC137932.6,16,87915042,87919019,+,3978
RP1-168P16.2,16,87986284,88006473,-,20190
RP1-168P16.1,16,88013984,88016135,-,2152
U6,16,88037227,88037333,+,107
SPG7,16,88084826,88151677,+,66852
RP11-104N10.1,16,88085926,88098369,-,12444
U7,16,88127425,88127463,-,39
RPL13,16,88154566,88158451,+,3886
SNORD68,16,88155343,88155426,+,84
CPNE7,16,88169677,88191155,+,21479
DPEP1,16,88207217,88232340,+,25124
CHMP1A,16,88238340,88251754,-,13415
C16orf55,16,88251711,88265181,+,13471
CDK10,16,88274646,88290273,+,15628
RP11-368I7.4,16,88276529,88280478,-,3950
SPATA2L,16,88290252,88295614,-,5363
VPS9D1,16,88301043,88314895,-,13853
RP11-368I7.2,16,88305765,88312074,+,6310
ZNF276,16,88314309,88334812,+,20504
FANCA,16,88331458,88410566,-,79109
SPIRE2,16,88412088,88465228,+,53141
TCF25,16,88467501,88505293,+,37793
RP11-566K11.7,16,88500066,88512142,+,12077
MC1R,16,88506028,88514886,+,8859
AC092143.1,16,88512774,88514876,+,2103
TUBB3,16,88513074,88530001,+,16928
RP11-566K11.4,16,88513736,88516571,-,2836
TUBB3,16,88515301,88532670,+,17370
DEF8,16,88541834,88561969,+,20136
RP11-566K11.5,16,88563700,88566453,+,2754
CENPBD1,16,88563707,88566443,-,2737
AFG3L1P,16,88566495,88596070,+,29576
DBNDD1,16,88598774,88614037,-,15264
GAS8,16,88613538,88638884,+,25347
C16orf3,16,88622817,88623810,-,994
AC133919.6,16,88633670,88641682,-,8013
PRDM7,16,88650475,88685981,-,35507
TUBB8P7,16,88687063,88690263,+,3201
FAM157C,16,88695299,88772253,+,76955
RP11-356C4.3,16,88699004,88700225,-,1222
RP11-356C4.5,16,88704483,88762134,-,57652
U6,16,88738501,88738604,+,104
AC137934.1,16,88779906,88816587,+,36682
AC108004.1,17,4961,5048,-,88
DOC2B,17,5810,31427,-,25618
AC108004.2,17,33615,41378,-,7764
RPH3AL,17,62293,236045,-,173753
RP11-1260E13.1,17,171183,172244,+,1062
RP11-1260E13.4,17,180996,183279,+,2284
RP11-1260E13.2,17,202429,207372,+,4944
RP11-1260E13.3,17,204528,206673,+,2146
AC108004.3,17,254645,264160,-,9516
C17orf97,17,260434,273754,+,13321
FAM101B,17,289997,295958,-,5962
RP5-1029F21.3,17,353161,361337,+,8177
VPS53,17,358658,571707,-,213050
RP5-1029F21.4,17,373130,390566,+,17437
RP5-1029F21.2,17,402556,403407,+,852
RP11-411G7.2,17,465992,466585,+,594
RPS4XP17,17,506784,507537,-,754
FAM57A,17,582402,592956,+,10555
GEMIN4,17,594404,603989,-,9586
DBIL5P,17,602650,605326,+,2677
GLOD4,17,607087,632331,-,25245
AC087392.1,17,613555,615309,-,1755
RP11-676J12.4,17,613555,615309,-,1755
RNMTL1,17,632263,642499,+,10237
RP11-676J12.8,17,639734,640515,-,782
NXN,17,649303,829760,-,180458
RP11-676J12.6,17,727892,730083,+,2192
RP11-676J12.7,17,759622,761202,+,1581
RP11-356I18.1,17,809024,809356,+,333
AC015884.1,17,832026,832111,+,86
TIMM22,17,847107,852157,+,5051
ABR,17,853508,1079065,-,225558
MIR3183,17,872466,872549,-,84
AC016292.1,17,1031937,1035130,+,3194
AC144836.1,17,1091983,1104044,-,12062
BHLHA9,17,1120603,1121504,+,902
TUSC5,17,1129707,1151031,+,21325
YWHAE,17,1194316,1250422,-,56107
CRK,17,1270733,1313206,-,42474
RP11-818O24.3,17,1274517,1276528,+,2012
MYO1C,17,1314142,1342856,-,28715
INPP5K,17,1344615,1366932,-,22318
PITPNA-AS1,17,1366975,1368140,+,1166
PITPNA,17,1367762,1412860,-,45099
SLC43A2,17,1424423,1478930,-,54508
Metazoa_SRP,17,1454420,1454716,-,297
snoU13,17,1466236,1466339,-,104
SCARF1,17,1483902,1495791,-,11890
RILP,17,1496194,1500121,-,3928
PRPF8,17,1500673,1534926,-,34254
TLCD2,17,1557814,1560482,-,2669
MIR22HG,17,1561555,1567218,-,5664
MIR22,17,1563941,1564035,-,95
WDR81,17,1566567,1588643,+,22077
RP11-961A15.1,17,1575792,1588629,-,12838
SERPINF2,17,1592880,1605312,+,12433
SERPINF1,17,1612003,1627618,+,15616
SMYD4,17,1629529,1680678,-,51150
RPA1,17,1679746,1750126,+,70381
AC130689.1,17,1679885,1679967,-,83
AC016292.3,17,1708083,1708490,-,408
RTN4RL1,17,1786049,1874928,-,88880
CTD-2545H1.2,17,1845658,1853582,+,7925
AC099684.1,17,1867760,1870750,+,2991
CTD-2545H1.1,17,1869996,1873708,-,3713
DPH1,17,1880154,1893474,+,13321
OVCA2,17,1892027,1893475,+,1449
OVCA2,17,1892077,1893474,+,1398
RP11-667K14.4,17,1892944,1893469,-,526
RP11-667K14.3,17,1893519,1895012,-,1494
hsa-mir-132,17,1899952,1900052,-,101
MIR132,17,1899952,1900052,-,101
hsa-mir-212,17,1900315,1900424,-,110
MIR212,17,1900315,1900424,-,110
HIC1,17,1904198,1909730,+,5533
SMG6,17,1909883,2153815,-,243933
RP11-667K14.5,17,1939725,1951604,+,11880
RP11-667K14.8,17,1977474,1977948,-,475
Metazoa_SRP,17,2049806,2050081,+,276
AC090617.1,17,2063741,2064458,+,718
AC130689.5,17,2065526,2066059,-,534
AL450226.2,17,2082724,2083654,+,931
SRR,17,2153427,2175304,+,21878
HNRNPA1P16,17,2156805,2157759,+,955
TSR1,17,2172701,2187551,-,14851
SNORD91B,17,2179163,2179257,-,95
SNORD91A,17,2180320,2180414,-,95
SGSM2,17,2187542,2231102,+,43561
RP1-59D14.5,17,2225105,2229350,-,4246
MNT,17,2234104,2251162,-,17059
RP1-59D14.1,17,2234891,2236708,+,1818
RP1-59D14.6,17,2239310,2242122,-,2813
RP1-59D14.3,17,2255606,2266129,-,10524
METTL16,17,2266093,2361935,-,95843
Metazoa_SRP,17,2407846,2408138,-,293
EIF4A1P9,17,2436374,2437910,-,1537
PAFAH1B1,17,2443254,2535659,+,92406
SAMD11P1,17,2463328,2463988,-,661
snoU13,17,2505723,2505826,+,104
Metazoa_SRP,17,2530992,2531278,+,287
CLUH,17,2539430,2562707,-,23278
RP11-74E22.3,17,2562353,2562877,+,525
RP11-74E22.4,17,2574464,2599464,-,25001
MIR1253,17,2598122,2598226,-,105
Metazoa_SRP,17,2603876,2604180,+,305
RAP1GAP2,17,2627100,2887783,+,260684
CTD-3060P21.1,17,2812292,2815939,-,3648
OR1D5,17,2912713,2913651,-,939
OR1D2,17,2942102,2943040,-,939
OR1E3P,17,2966467,2967410,+,944
OR1G1,17,2976628,2977625,-,998
CTD-2309O5.3,17,2985013,3027075,-,42063
OR1P1,17,3003933,3004926,-,994
OR1A2,17,3047563,3048492,+,930
OR1A1,17,3065665,3066594,+,930
OR1D4,17,3090720,3091658,+,939
OR1D3P,17,3115655,3116585,+,931
OR3A2,17,3127943,3129018,-,1076
RP11-64J4.2,17,3128819,3236383,-,107565
OR3A1,17,3141679,3142626,-,948
OR3A4P,17,3160030,3161975,+,1946
OR1AC1P,17,3227571,3227646,-,76
OR1R1P,17,3235974,3236882,+,909
OR1E1,17,3247148,3248454,-,1307
OR3A3,17,3270612,3271577,+,966
OR1E2,17,3282914,3283885,-,972
SPATA22,17,3290063,3363896,-,73834
SPATA22,17,3290066,3363896,-,73831
ASPA,17,3322418,3353463,+,31046
TRPV3,17,3360546,3408039,-,47494
SHPK,17,3415488,3486292,-,70805
TRPV1,17,3415488,3447141,-,31654
RP11-235E17.3,17,3427998,3428896,-,899
RP11-235E17.4,17,3451804,3452315,-,512
SHPK,17,3458305,3486365,-,28061
RP11-235E17.5,17,3469299,3469956,-,658
CTNS,17,3486511,3511585,+,25075
RP11-235E17.6,17,3505664,3508135,-,2472
TAX1BP3,17,3512945,3518725,-,5781
RP11-48B14.2,17,3513106,3546237,-,33132
RP11-48B14.1,17,3515263,3515745,+,483
EMC6,17,3518858,3519711,+,854
P2RX5,17,3522242,3546447,-,24206
ITGAE,17,3564671,3651286,-,86616
CTD-3195I5.3,17,3571671,3572531,+,861
GSG2,17,3573960,3576816,+,2857
CTD-3195I5.4,17,3579404,3580536,+,1133
CTD-3195I5.5,17,3652208,3653425,-,1218
CTD-3195I5.1,17,3656791,3658897,-,2107
C17orf85,17,3661209,3696294,-,35086
CAMKK1,17,3710358,3744934,-,34577
P2RX1,17,3746635,3766543,-,19909
ATP2A3,17,3773918,3814485,-,40568
RP11-459C13.1,17,3827146,3831942,+,4797
ZZEF1,17,3854488,3993063,-,138576
RNA5SP434,17,3906799,3906919,-,121
snoU13,17,3964651,3964753,+,103
CYB5D2,17,3993211,4037354,+,44144
ANKFY1,17,4013950,4114023,-,100074
RP11-810M2.2,17,4013953,4014756,+,804
Y_RNA,17,4036370,4036468,+,99
Y_RNA,17,4042812,4042909,+,98
RYKP1,17,4072135,4073872,+,1738
UBE2G1,17,4119303,4216672,-,97370
RP11-104O19.2,17,4151416,4152742,+,1327
Metazoa_SRP,17,4214212,4214497,-,286
SPNS3,17,4283732,4338252,+,54521
RP13-580F15.2,17,4332010,4336397,-,4388
AC118754.4,17,4347438,4349718,-,2281
SPNS2,17,4348882,4389079,+,40198
MYBBP1A,17,4388941,4405675,-,16735
GGT6,17,4406971,4410862,-,3892
RP11-141J13.3,17,4415796,4421804,+,6009
RP11-141J13.4,17,4422250,4422559,+,310
SMTNL2,17,4434043,4458363,+,24321
RP11-141J13.5,17,4460493,4467694,+,7202
U6,17,4469793,4469896,-,104
ALOX15,17,4480946,4492338,-,11393
PELP1,17,4521428,4554381,-,32954
AC091153.4,17,4525423,4546875,+,21453
RP11-314A20.2,17,4554274,4555573,+,1300
RP11-314A20.1,17,4554860,4555261,-,402
ARRB2,17,4560533,4571543,+,11011
MED11,17,4581472,4583654,+,2183
RP11-314A20.5,17,4581800,4582415,-,616
CXCL16,17,4583570,4589966,-,6397
ZMYND15,17,4590068,4596160,+,6093
TM4SF5,17,4621928,4633253,+,11326
VMO1,17,4635320,4636468,-,1149
GLTPD2,17,4638994,4640425,+,1432
PSMB6,17,4646397,4648748,+,2352
RP11-81A22.5,17,4651412,4657265,-,5854
PLD2,17,4657348,4673696,+,16349
ATP6V0CP1,17,4706239,4706856,-,618
Metazoa_SRP,17,4725098,4725382,+,285
CHRNE,17,4741845,4747148,-,5304
C17orf107,17,4743492,4747006,+,3515
GP1BA,17,4776372,4779067,+,2696
SLC25A11,17,4781169,4784291,-,3123
RNF167,17,4784048,4789262,+,5215
PFN1,17,4789692,4793101,-,3410
ENO3,17,4792132,4801150,+,9019
SPAG7,17,4803244,4811891,-,8648
CAMTA2,17,4812011,4831684,-,19674
RP5-1050D4.3,17,4812014,4812841,+,828
RP5-1050D4.2,17,4816870,4818700,+,1831
RP5-1050D4.4,17,4830485,4831343,+,859
AC004771.1,17,4831026,4831696,+,671
RP5-1050D4.5,17,4831725,4832465,+,741
INCA1,17,4832149,4841629,-,9481
KIF1C,17,4841967,4872420,+,30454
AC109333.10,17,4863233,4864112,-,880
SLC52A1,17,4876619,4896028,-,19410
RP11-46I8.1,17,4904375,4906142,+,1768
RP11-46I8.3,17,4919697,4922132,-,2436
ZFP3,17,4922267,4940393,+,18127
ZNF232,17,4949560,4967135,-,17576
AC012146.7,17,4955487,4959023,+,3537
USP6,17,4960457,5019053,+,58597
RP11-46I8.4,17,4970759,4971029,-,271
ZNF594,17,5023555,5035902,-,12348
RP11-333E1.1,17,5036103,5092088,+,55986
SCIMP,17,5052980,5078879,-,25900
RP11-333E1.2,17,5084527,5085562,-,1036
RABEP1,17,5126282,5229853,+,103572
NUP88,17,5204982,5264204,-,59223
RP11-420A6.2,17,5208334,5215645,-,7312
RPAIN,17,5263685,5276920,+,13236
CTC-524C5.2,17,5269183,5276920,-,7738
C1QBP,17,5276821,5292874,-,16054
DHX33,17,5284956,5313104,-,28149
CTC-524C5.5,17,5313136,5314404,+,1269
DERL2,17,5315295,5330855,-,15561
MIS12,17,5330329,5334858,+,4530
NLRP1,17,5343471,5463468,-,119998
RNU7-31P,17,5358253,5358314,-,62
CTB-162E12.1,17,5574333,5575129,+,797
WSCD1,17,5616278,5968471,+,352194
RP11-960B9.2,17,6033405,6034585,-,1181
U6,17,6051207,6051313,+,107
BTF3P14,17,6166457,6167272,-,816
